dataflow_id,dataflow_name,existing_description,suggested_description,source,owner
608,RPA Scheduling - Base Data Set,,Processes creative content scheduling data,inferred,GSTV-Domo-Admin
624,RPA Scheduling - Check for Asset Name in Nuxeo - AW,,Processes creative content scheduling data,inferred,GSTV-Domo-Admin
628,RPA Scheduling - Check for Asset Name in Nuxeo - BR,,Processes creative content scheduling data,inferred,GSTV-Domo-Admin
627,RPA Scheduling - Check for Asset Name in Nuxeo - DC,,Processes creative content scheduling data,inferred,GSTV-Domo-Admin
625,RPA Scheduling - Check for Asset Name in Nuxeo - LRamirez,,Processes creative content scheduling data,inferred,GSTV-Domo-Admin
626,RPA Scheduling - Check for Asset Name in Nuxeo - LRobertson,,Processes creative content scheduling data,inferred,GSTV-Domo-Admin
631,RPA Scheduling - Check for Asset Name in Nuxeo - MH,,Processes creative content scheduling data,inferred,GSTV-Domo-Admin
630,RPA Scheduling - Check for Asset Name in Nuxeo - PH,,Processes creative content scheduling data,inferred,GSTV-Domo-Admin
629,RPA Scheduling - Check for Asset Name in Nuxeo - PS,,Processes creative content scheduling data,inferred,GSTV-Domo-Admin
887,RPA Scheduling - Daypart Blockers,,Processes creative content scheduling data,inferred,GSTV-Domo-Admin
559,RPA Scheduling - Remove Duplicates,,Processes creative content scheduling data,inferred,GSTV-Domo-Admin
601,RPA Scheduling Blockers - Check RPA Creative Names in Media Distribution Verified Assets,,Processes creative content scheduling data,inferred,GSTV-Domo-Admin
439,RPA Utilization - Active Prev Month - Date Filter,,Filters or segments data for a specific use case,inferred,Sriram Vepuri
426,RPA Utilization - dataset,,,,Sriram Vepuri
435,RPA Utilization - Exxon - for Next Month data flow,,,,Sriram Vepuri
436,RPA Utilization - Interim version - for Next Month data flow,,,,Sriram Vepuri
465,RPA Utilization - Previous Month Utilization - 2022,Active RPA Util Prev Month data flow - for each month in 2022,,existing,GSTV-Domo-Admin
470,RPA Utilization - VSC based Active RPA Util Prev Month data flow - for each month in 2023,,,,GSTV-Domo-Admin
428,RPA Utilization data flow,,,,Sriram Vepuri
288,RPAs - Historic - Google Sheet Output,,,,Aaron Olson
281,RPAs - Historic - Vistar Output,,,,Aaron Olson
14,RyanDateTest,,,,
866,Sales Planning - Campaign Extension Flagging,,,,GSTV-Domo-Admin
236,Salesforce and TIM IO Reconciliation - Filterable,,Processes Salesforce CRM data for integration with Domo reporting,inferred,Kayla Cekal
388,Sandbox Virtual Datasets,,,,
387,Sell Through Calculations - V1,"Combines data from Vistar scheduling, Vistar revenue, and site status histories to calculate sell through rates based on pre- and post-programmatic sold times",,existing,Aaron Olson
114,Site By Week Backbone,,,,Aaron Olson
79,Site Filter Test,,Filters or segments data for a specific use case,inferred,
617,Site Inventory Availability,,Calculates ad inventory availability for scheduling and sell-through,inferred,GSTV-Domo-Admin
898,Site Level Opportunity,,,,Antonio Bowens
456,Site Metric Study - Site Status,,Processes site operational status data for tracking and reporting,inferred,Abigail Kane
258,Site Metrics - Characteristics - Completeness - Monthly,,,,Aaron Olson
141,Site Metrics - Characteristics - Completeness - Weekly,,,,Aaron Olson
257,Site Metrics - Characteristics - KPI - Monthly,,,,Aaron Olson
160,Site Metrics - Characteristics - KPI - Weekly,,,,Aaron Olson
159,Site Metrics - Characteristics Historic ETL,,,,Aaron Olson
183,Site Metrics - Network - Change - Monthly,,,,Aaron Olson
139,Site Metrics - Network - Change - Weekly,,,,Aaron Olson
372,Site Metrics - Network - Change - Weekly - Patch,,Patches or backfills historical data for completeness,inferred,Aaron Olson
178,Site Metrics - Network - Monthly - Snapshot,,,,Aaron Olson
161,Site Metrics - Network - Snapshot,,,,Aaron Olson
492,Site Metrics - Network - Snapshot - Patch,,Patches or backfills historical data for completeness,inferred,Aaron Olson
158,Site Metrics - Network Growth Historic ETL,,,,Aaron Olson
575,"Site Revenue By County, ZIP, and DMA With NVIs And Impressions",,Processes network validated impression (NVI) calculations,inferred,Aaron Olson
836,"Site Scores - Site Revenue, Impressions, and Diagnostics",,,,GSTV-Domo-Admin
858,Site Scoring - DMA CVI Variance,,,,GSTV-Domo-Admin
82,Site Status by Day,,Processes site operational status data for tracking and reporting,inferred,Aaron Olson
581,Site Status Ending with State Detail,,Processes site operational status data for tracking and reporting,inferred,Abigail Kane
120,Site Status History - Base Data Set,,Processes site operational status data for tracking and reporting,inferred,GSTV-Domo-Admin
315,Site Status History by Day - Patch,,Processes site operational status data for tracking and reporting,inferred,GSTV-Domo-Admin
371,Site Status History Per Day - Configurable - Patch,Date Range Transform Parameters - change date in history_cross_join to change,,existing,GSTV-Domo-Admin
131,Site Status History per Day - Current Day,Creates a per site per day record based on the available statuses,,existing,Aaron Olson
45,Site Status History per Day - Historic,Creates a per site per day record based on the available statuses,,existing,
654,Site Status History per Day - Replace MySQL Dataflow,Replace Data Assembler Job Site Status per Day,,existing,GSTV-Domo-Admin
118,Sites - Base Data Set,"Combining site data from Salesforce, additional missing columns from Gbase, and finally adding in the legacy site ID",,existing,GSTV-Domo-Admin
578,Sites - Calculate Missing Data For FatTail To Write To Salesforce,,Processes Salesforce CRM data for integration with Domo reporting,inferred,Aaron Olson
666,Sites - Configurations,,,,GSTV-Domo-Admin
202,Sites - Days With Proof of Play - Configurable,,Processes Proof of Play data for ad delivery verification,inferred,Aaron Olson
151,Sites - Days With Proof of Play - Previous Month,,Processes Proof of Play data for ad delivery verification,inferred,Aaron Olson
667,Sites - Programmatic,,,,GSTV-Domo-Admin
912,Sites - Salesforce Writeback - Create Input Dataset,,Processes Salesforce CRM data for integration with Domo reporting,inferred,Abigail Kane
3,Sites Analytics,,,,
873,Sites Programmatic CPMs by Week,,,,Michael Girard
285,Sites Reporting Plays - Delete after use,,,,Kayla Cekal
211,Sites Reporting Proof of Play - By Day - Configurable,,Processes Proof of Play data for ad delivery verification,inferred,Kayla Cekal
221,Sites Reporting Proof of Play - By Day - Previous Month,,Processes Proof of Play data for ad delivery verification,inferred,Aaron Olson
287,Sites Reporting Proof of Play - By Day-Current Month,,Processes Proof of Play data for ad delivery verification,inferred,Kayla Cekal
104,Sites with Current POP,List of sites with POP on most recent day available,,existing,Adam Doughty
44,Sites | w/Legacy ID,,,,
489,Sites_LEFT_JOINED_With_POP,,Processes Proof of Play data for ad delivery verification,inferred,GSTV-Domo-Admin
336,Slack Dataflow,,,,Garrett Kohler
342,Snowflake Writeback - Monitoring - Alerts,,Data quality monitoring and alerting pipeline,inferred,Garrett Kohler
180,Speedway - Email Transactions - Live - Hourly,Weekly Load (Live),,existing,Aaron Olson
130,"Speedway - Missing Transactions - April 2020, May 2020, September 2020",,Processes data specific to the Speedway retailer network,inferred,Aaron Olson
359,Speedway - R1T - Live Transactions - Backfill,ONE-TIME Run of a Live Transactions backfill for 5/8-5/17,,existing,GSTV-Domo-Admin
546,Speedway - S3 Transactions - Live - Hourly,S3,,existing,GSTV-Domo-Admin
549,Speedway - S3 Transactions - Live - Hourly - copy for testing,,Processes data specific to the Speedway retailer network,inferred,GSTV-Domo-Admin
81,Speedway - Transactions - Live - Hourly - Weekly Input,Weekly Load (Live),,existing,Aaron Olson
544,Speedway Analysis - Revenue and Impressions by Network,,Processes data specific to the Speedway retailer network,inferred,GSTV-Domo-Admin
35,Speedway Historical Site Hourly Data to Week totals,,Processes data specific to the Speedway retailer network,inferred,
53,Speedway Hourly Transactions | REC,,Processes data specific to the Speedway retailer network,inferred,
832,Speedway Plays By Day,,Processes data specific to the Speedway retailer network,inferred,Bill Binkiewicz
826,Speedway Pop + Site Status History,,Processes data specific to the Speedway retailer network,inferred,Bill Binkiewicz
201,Speedway Rent Payment - Configurable,,Processes data specific to the Speedway retailer network,inferred,Abigail Kane
145,Speedway Rent Payment - Daily,,Processes data specific to the Speedway retailer network,inferred,Aaron Olson
495,Speedway Rent Payment - Hourly,,Processes data specific to the Speedway retailer network,inferred,Abigail Kane
34,Speedway Site Hourly Data to Week totals,,Processes data specific to the Speedway retailer network,inferred,
37,Speedway Site/Week Aggregated Data,,Processes data specific to the Speedway retailer network,inferred,
548,Speedway-Sources-QA-check,,Processes data specific to the Speedway retailer network,inferred,GSTV-Domo-Admin
100,SQL No POP Sites,,Processes Proof of Play data for ad delivery verification,inferred,Adam Doughty
273,SQL Pivot TASK_MONITORING,,,,Garrett Kohler
772,SSP Daily Joined,,Combines multiple data sources through joining or appending,inferred,Antonio Bowens
713,"SSP Revenue - All SSPs - by Date, Site","Revenue, Costs, and Impressions by site for Vistar Direct, Vistar Exchange, Place Exchange, Hivestack, and Broadsign",,existing,GSTV-Domo-Admin
532,SSP Revenue - Broadsign,,,,GSTV-Domo-Admin
591,SSP Revenue - Load Prior Day into Base Data Set,,,,GSTV-Domo-Admin
486,"SSP Revenue - PX - Grouped by Date, Advertiser, Buy Type, DSP",,,,GSTV-Domo-Admin
670,Standard ICS Clawback,,Calculates revenue clawback adjustments for billing,inferred,Kayla Cekal
289,Standardize Filename for Site Count by Filename,,,,Adam Doughty
323,State Farm - Campaign Start Reporting,,,,Aaron Olson
317,State Farm - Contract Log Processing,,,,Aaron Olson
379,State Farm - Delivery - Patch - Formatted Input,,Patches or backfills historical data for completeness,inferred,Aaron Olson
322,State Farm - Expected Schedule By Day,Create A Row Per Day Per Site For Each Day Of The Flight Per Campaign,,existing,Aaron Olson
318,State Farm - Plays - Live - Daily,,,,Aaron Olson
356,State Farm - Reporting - Monthly Plays,,,,Aaron Olson
184,State Farm Agent POP Totals,,Processes Proof of Play data for ad delivery verification,inferred,Adam Doughty
67,State Farm Playback Issues,,,,
282,Summarize Transactions by Date and Network,"Gets Date, Network,  ID - Gbase, grouped by Date, Network",,existing,Garrett Kohler
825,Take 5 Merged,,Combines multiple data sources through joining or appending,inferred,Antonio Bowens
125,TDLinx - Updates for Gbase,,,,Aaron Olson
218,TDLinx - Updates for Gbase (Updating WIP),,,,Abigail Kane
226,TDLinx Data Integrity,,,,Kayla Cekal
227,TDLinx Data Integrity Sites Not Matched,,,,Kayla Cekal
557,Temp - Additional Dover Transactions Analysis,,Processes transaction data for the specified retail network,inferred,Aaron Olson
681,TEMP - Analysis - Transactions - YoY By Site By Day,,,,Aaron Olson
854,TEMP - Casey's Standup - Average Daily And Monthly Impressions,,Processes data specific to the Casey's retailer network,inferred,Aaron Olson
216,Temp - Circle K - Synthetic Transactions,,Processes data for the Circle K retailer network,inferred,Aaron Olson
417,TEMP - CVI Testing - Revenue Share - Network Partners,,Calculates revenue share or commission allocations,inferred,Aaron Olson
579,TEMP - CVIs And Revenue By Site By Month - Since FY23,,,,Aaron Olson
570,TEMP - DFS Offline Sites Since 2023,,,,Aaron Olson
564,TEMP - DXPromote - Derived Versus Provided Transaction Analysis - Normalized,,,,Aaron Olson
739,TEMP - ICS Analysis 3-25-2025,,,,Bill Binkiewicz
703,TEMP - ICS Site Analysis - November 2024 - February 2025,,,,Aaron Olson
848,TEMP - Investigating Unvalidated Transaction Dataset Discrepancies,,,,Aaron Olson
505,TEMP - IOTV DXPromote Binned Data - July 2023,,,,Aaron Olson
562,TEMP - Master Station List Individual Site Delta Analysis,,,,Aaron Olson
846,TEMP - Monthly Revenue With Site Status History And Transactions For Analysis,,Processes site operational status data for tracking and reporting,inferred,Aaron Olson
304,TEMP - Network Validated Impressions Comparisons,,Processes network validated impression (NVI) calculations,inferred,Aaron Olson
545,TEMP - NVI Market Plan Comparison,,Processes network validated impression (NVI) calculations,inferred,Aaron Olson
415,TEMP - NVI Testing - Market Plan - Direct,,Processes network validated impression (NVI) calculations,inferred,Aaron Olson
416,TEMP - NVI Testing - Transactions - Daily and Monthly Calculations,,Processes network validated impression (NVI) calculations,inferred,Aaron Olson
660,TEMP - NVIs - Daily and Monthly Calculations - 365 Day Lookback,,Processes network validated impression (NVI) calculations,inferred,Aaron Olson
661,TEMP - NVIs - Daily and Monthly Calculations - 90 Day Lookback,,Processes network validated impression (NVI) calculations,inferred,Aaron Olson
590,TEMP - Open Exchange CPM Analysis,,,,Aaron Olson
763,TEMP - Programmatic Analysis,,,,Bill Binkiewicz
767,TEMP - Project Pluto - Fill Rate - Prior Week,,,,Aaron Olson
541,TEMP - Salesforce Duplicate Task Analysis,,Processes Salesforce CRM data for integration with Domo reporting,inferred,Aaron Olson
605,Temp - Sell Through V2,,"Calculates sell-through rates combining avails, scheduling, and revenue data",inferred,GSTV-Domo-Admin
529,TEMP - Site Status History per Day - Historic Rerun,Creates a per site per day record based on the available statuses,,existing,Aaron Olson
568,TEMP - Supply Accuracy Analysis,,,,Aaron Olson
674,TEMP - Transaction Analysis - Month Over Month By Site,,,,Aaron Olson
692,TEMP - Vistar Diagnostic Insights - Q4 2024,,Processes Vistar diagnostic data for programmatic health monitoring,inferred,Aaron Olson
853,temp_hackathon,,,,GSTV-Domo-Admin
217,Temporary - Site Metrics - Network - Monthly Change - Restating Historic Data,,,,Aaron Olson
187,Temporary - Site Metrics - Network - Weekly Change - Fixing Historic Data,,,,Aaron Olson
520,"Test - Create, Add to Repository, Commit, Promote in Production, Delete in Sandbox",,,,GSTV-Domo-Admin
688,Test - Deduplicated Ad Leases on _ID,,,,GSTV-Domo-Admin
338,TEST - DFx Output - Traffic Instructions - Monitoring,,,,Garrett Kohler
513,Test - Materialize Data from Snowflake for Virtualization in Sandbox,,,,GSTV-Domo-Admin
333,TEST - Network Validated Impressions,,Processes network validated impression (NVI) calculations,inferred,Garrett Kohler
888,TEST - Revenue and Diagnostics - Site Scoring - Training Model Input,,,,GSTV-Domo-Admin
512,Test - Sandbox DataFlow - Copy Creation,,,,GSTV-Domo-Admin
254,TEST - Shortened,,,,
377,TEST_GSTV_Campaign_Data,,,,Garrett Kohler
700,TEST_KRYPTON - Gilbarco - Transactions - Live - Hourly,,Processes transaction data for the specified retail network,inferred,GSTV-Domo-Admin
696,TEST_KRYPTON Wayne - Transactions - Live - Hourly,,Processes transaction data for the specified retail network,inferred,GSTV-Domo-Admin
705,TEST_VEGAS - User Input Validation,,,,GSTV-Domo-Admin
196,Texas POP Sites,For Snowstorm analysis,,existing,Adam Doughty
10,Traffic Instruction Plays,,Processes traffic instructions and matches to play records,inferred,
12,Traffic Instruction Plays - Collapsed,,Processes traffic instructions and matches to play records,inferred,
7,Traffic Instruction Testing - Aaron,,,,Aaron Olson
395,Traffic Instructions - Configurable,,,,Abigail Kane
321,Traffic Instructions - Filter Duplicates from Vistar BI Reports,,Filters or segments data for a specific use case,inferred,Garrett Kohler
389,Traffic Instructions - Previous Month,,,,Aaron Olson
186,Traffic Instructions - Previous Month - Manual Overrides,,,,Aaron Olson
367,Traffic Instructions Monitoring - Asset Count by Site-Day - DF367,,Monitoring pipeline tracking site/network operational health,inferred,
686,Transaction Data Assembler Audit - 2024/2025 Speedway and Dover,"Auditing null counts for Program, Network, Status, GTVID and identifying other issues",,existing,GSTV-Domo-Admin
515,Transaction Monitoring - Base Data Set,,,,GSTV-Domo-Admin
510,Transaction Monitoring - Segment Networks,"Input is Snowflake Transaction Monitoring Connector. This creates three output datasets, one for each network.",,existing,GSTV-Domo-Admin
593,Transaction Monitoring Dashboard,,,,GSTV-Domo-Admin
56,Transactions & Proof of Play,,Processes Proof of Play data for ad delivery verification,inferred,
618,Transactions - Certification,,,,Garrett Kohler
136,Transactions - Daily and Monthly Calculations,,,,Aaron Olson
634,Transactions - Gilbarco ICS - Live - Hourly,Transaction pipeline from Snowflake,,existing,GSTV-Domo-Admin
215,Transactions - Hourly - Gilbarco - Computed,,Processes transaction data for the specified network,inferred,Aaron Olson
569,Transactions - Load Speedway - Update with 10 day lookup for updates.,Loads most recent day of Speedway data and gets 9 days before that for partition update.,,existing,GSTV-Domo-Admin
780,Transactions - Patch - Site Status History,,Processes site operational status data for tracking and reporting,inferred,GSTV-Domo-Admin
13,Transactions and Plays,,,,
374,Transactions and Site Revenue - 2021,,,,Aaron Olson
38,Transactions-Historical,,Patches or backfills historical data for completeness,inferred,
46,Transactions-Rolling,,,,
279,Transform Load Monitoring from Snowflake,"Update column information, map and format values from V_LOAD_MONITORING view used in Snowflake Connector",,existing,Garrett Kohler
344,Troubleshoot - IO List From Vistar BI - Prior Month,,,,Garrett Kohler
71,TXNS_Dover_LastWeek_INT,,,,
72,TXNS_Gilbarco_LastWeek_INT,,,,
70,TXNS_Speedway_LastWeek_INT,,Processes data specific to the Speedway retailer network,inferred,
63,Ubimo Update,,,,
36,Unified Current and Historical,,Patches or backfills historical data for completeness,inferred,
73,Unified Glilbarco transaction Data Jan 2019 through End of June 2020,,,,
290,Unique transaction site count - last 20 days,,,,
756,United Pacific - Initial Start Up - Transactions By Site By Day,,,,Aaron Olson
868,Unvalidated Transactions - Base Data Set,,,,GSTV-Domo-Admin
792,Unvalidated Transactions - Gilbarco Control Center - Decline Analysis,,Processes transaction data for the specified network,inferred,Aaron Olson
796,Unvalidated Transactions - Hourly,,,,GSTV-Domo-Admin
397,Unvalidated Transactions - Hourly - Mega Patch,Temporary - Attempting to fix missing network and program information,,existing,Aaron Olson
264,Unvalidated Transactions - Monthly DMA Averages,,,,Aaron Olson
175,USAA Revenue Tracking,,,,
149,USAASiteCompetition,,,,
150,"Utility Helper - Current and Previous Week, Month, Year",,,,Aaron Olson
411,Venue Leads - DMA Lookup - Sandbox - Partial,,,,GSTV-Domo-Admin
69,Verizon Media Site List,,,,Garrett Kohler
74,Viant Adelphic Site List,,,,
278,View of Sites 10/20-10/21,,,,Kayla Cekal
822,Vistar - All Revenue - Full Granularity - Live,,Processes Vistar venue availability data for sell-through analysis,inferred,GSTV-Domo-Admin
383,Vistar - Content Sponsorship - For Revenue Share Input,,Processes Vistar venue availability data for sell-through analysis,inferred,Aaron Olson
229,Vistar - Exchange/Direct - 2019/2020 - Configurable,,,,Abigail Kane
819,Vistar - Flexible Revenue - Full Granularity - Live,,Processes Vistar venue availability data for sell-through analysis,inferred,GSTV-Domo-Admin
649,Vistar - Hourly Impressions By Week,,,,Aaron Olson
577,Vistar - Hourly Impressions By Week - DXPromote Migration Sites,,,,Aaron Olson
365,Vistar - Hourly Impressions By Week / Weekly Operating Hours / Spot Rate - Full Network,,,,Aaron Olson
651,Vistar - Requests vs Leases - Gilbarco Analysis,,,,Aaron Olson
61,Vistar - Site Lists - GSTV and GSTV2 Network,,,,GSTV-Domo-Admin
648,Vistar - Spot Rate,,,,Aaron Olson
818,Vistar - SSP Revenue - Full Granularity,,Processes Vistar venue availability data for sell-through analysis,inferred,GSTV-Domo-Admin
815,Vistar - SSP Revenue - Full Granularity - Live,,Processes Vistar venue availability data for sell-through analysis,inferred,GSTV-Domo-Admin
821,Vistar - SSP Revenue - Full Granularity - Live,,Processes Vistar venue availability data for sell-through analysis,inferred,GSTV-Domo-Admin
820,Vistar - SSP Revenue - Full Granularity - Load,,Processes Vistar venue availability data for sell-through analysis,inferred,GSTV-Domo-Admin
62,Vistar - Venue Management - GSTV Network,,Processes Vistar venue availability data for sell-through analysis,inferred,GSTV-Domo-Admin
152,Vistar - Venue Management - GSTV2 Network,,Processes Vistar venue availability data for sell-through analysis,inferred,Aaron Olson
645,Vistar - Weekly Operating Hours,,,,Aaron Olson
250,Vistar Campaign Migration,,,,
208,Vistar Demand Pressure Targeting,,,,
876,Vistar Diagnostic Daily - Base Data Set,,Processes Vistar diagnostic data for programmatic health monitoring,inferred,GSTV-Domo-Admin
596,Vistar Direct Revenue - Site by Day,,Processes Vistar venue availability data for sell-through analysis,inferred,GSTV-Domo-Admin
420,Vistar Excahnge - August for Rev Share,,,,Abigail Kane
644,Vistar Historic Venue By Month By Site With Site Revenue,,Processes Vistar venue availability data for sell-through analysis,inferred,Aaron Olson
430,Vistar Programmatic Revenue,,Processes Vistar venue availability data for sell-through analysis,inferred,GSTV-Domo-Admin
306,Vistar Recovery Analysis,,,,Adam Doughty
157,Vistar Restrictions - Add and Remove - GSTV Network,,,,Aaron Olson
163,Vistar Restrictions - Add and Remove - GSTV2 Network,,,,Aaron Olson
652,Vistar Spot Rate Calculation,,,,GSTV-Domo-Admin
502,Vistar SSP Patch - By Day (Not at Site Granularity),,Patches or backfills historical data for completeness,inferred,GSTV-Domo-Admin
816,Vistar- Flexible Revenue - Full Granularity - Load,,Processes Vistar venue availability data for sell-through analysis,inferred,GSTV-Domo-Admin
267,VistarMigrationCampaigns_IsCurrent,,,,Garrett Kohler
54,Wayne - Transactions - Live - Hourly,,Processes transaction data for the specified retail network,inferred,Aaron Olson
109,Wayne Offline Sites,No POP for Meer @Wayne,,existing,Adam Doughty
85,Wayne Report for Cindy,"Wayne sites must have OID, lists status, address, and retailer info.",,existing,Adam Doughty
530,Weighted Hourly Transaction Patch,,Patches or backfills historical data for completeness,inferred,GSTV-Domo-Admin
779,wlkBlockScoring,,,,GSTV-Domo-Admin
