dataset_id,current_name,proposed_name,change_type,owner_name
60522f4f-b1ca-4d44-a91f-2720e86cf0fd, TEMP - Vistar Diagnostic Insights - Q3 2024,DEV - Vistar Diagnostic Insights - Q3 2024,"strip_whitespace, env_prefix",Aaron Olson
b8f2c9b8-70bb-4f49-be10-a393def219a9,2024 YTD PX Revenue.csv,2024 YTD PX Revenue,remove_extension,GSTV-Domo-Admin
b11ec13f-007d-4946-bb05-e2cb13f4905e,2024-01 - DXPromote Proof Of Play Delay Analysis - Part 1,2024-01 - DXPromote Proof of Play Delay Analysis - Part 1,casing_fix,Aaron Olson
d6643823-f919-49eb-b677-a88d9fdcf8e6,2025_stats_2025-12-29-1848.xlsx,2025 stats 2025-12-29-1848,"remove_extension, underscore_to_space",Bill Binkiewicz
3e4cad28-7096-4b05-907c-57a9f1612049,2026 YTD Exchange Revenue - PX.csv,2026 YTD Exchange Revenue - PX,remove_extension,GSTV-Domo-Admin
3739eb68-8bd4-417f-bc56-f5ba0b225f1a,2026 YTD Revenue - Place Exchange.csv,2026 YTD Revenue - Place Exchange,remove_extension,GSTV-Domo-Admin
e94edea6-90e0-48b0-96f3-8ae67545ddf4,[AM Test Copy] RPA Conversion for Vistar - V2.0 - 4 Slots,TEST - RPA Conversion for Vistar - V2.0 - 4 Slots,env_prefix,GSTV-Domo-Admin
f2918828-827e-4daf-8775-297dca100443,[DELETE] Select Distinct Advertisers Before Grouping,DEPRECATED - Select Distinct Advertisers Before Grouping,env_prefix,GSTV-Domo-Admin
cf66f897-1553-48cf-90e6-1140e1851b73,[DEV] - Ad Ops - Programmatic Campaign Tracking,DEV - Ad Ops - Programmatic Campaign Tracking,env_prefix,Antonio Bowens
95e0bc4e-0877-4171-9a84-3a59c4a19e92,[DEV] Ad Ops - Programmatic Opportunity Tracking,DEV - Ad Ops - Programmatic Opportunity Tracking,env_prefix,GSTV-Domo-Admin
bf852834-f469-4637-8496-da7be548b107,[DNU] Daily Programmatic Exchange Revenue V2,DEPRECATED - Daily Programmatic Exchange Revenue V2,env_prefix,GSTV-Domo-Admin
92a852b6-7426-46b4-8c1a-d24b2dcc3854,[Flag for Deletion] CA Tribal Council Pre-Processed RPA Schedule,DEPRECATED - CA Tribal Council Pre-Processed RPA Schedule,env_prefix,Al Minetola
0ca6a87a-1197-4047-81d5-99ad855ced7e,[Production] Export - California Tribal Council - RPA Conversion,PROD - Export - California Tribal Council - RPA Conversion,env_prefix,Al Minetola
f0bfe68e-fa5f-4c99-968d-bba298c1de39,[Production] RPA Conversion 3.1 - Wayne Daypart Splits,PROD - RPA Conversion 3.1 - Wayne Daypart Splits,env_prefix,Al Minetola
3e0fd17c-1f9d-496a-8615-77d6a404e35e,[TEMP] - RPA - Speedway Managed Service - IO Site Lists,DEV - RPA - Speedway Managed Service - IO Site Lists,env_prefix,GSTV-Domo-Admin
4094861a-cfb2-4a05-8bf2-4dd5354bc6a0,[TEMP] [TEST - VEGAS] IO Site List - Test Data,TEST - Vegas - IO Site List - Test Data,env_prefix,GSTV-Domo-Admin
efcac41a-2f70-4e67-8365-aeb24c7123d1,[TEMP] Vegas - RPAs,DEV - Vegas - RPAs,env_prefix,GSTV-Domo-Admin
6c790e34-8d58-46bd-beec-0e31f256aa33,[TEST - VEGAS] Managed Service Test IOs,TEST - Vegas - Managed Service Test IOs,env_prefix,GSTV-Domo-Admin
f2ab47ef-c8ea-4fbd-a35a-303636378f41,[Test Casey's] IO Site List,TEST - Casey's - IO Site List,env_prefix,GSTV-Domo-Admin
a8ebfcca-8cfd-42fe-aa9d-870acc3dba75,[TEST] [VEGAS] RPA Header DF,TEST - Vegas - RPA Header DF,env_prefix,GSTV-Domo-Admin
75277a45-3282-4141-9604-3576b65b7535,[Test] Fix Vistar Venue Avails for Sell Through V2 ,TEST - Fix Vistar Venue Avails for Sell Through V2,"strip_whitespace, env_prefix",GSTV-Domo-Admin
7f2b70a6-6d13-4fa1-ad58-a0fabcf273b6,[TEST] Pluto - All Revenue and Diagnostics - Py,TEST - Pluto - All Revenue and Diagnostics - Py,env_prefix,GSTV-Domo-Admin
4d00a20b-ac5b-4250-a42a-7dd55d04681b,[Test] RPS Scheduling - Salesforce - 2 Line Items,TEST - RPS Scheduling - Salesforce - 2 Line Items,env_prefix,GSTV-Domo-Admin
de21684d-b630-4a54-8997-6e507a59645c,[TEST] Vegas - Retailer Schedules - Base Data Set,TEST - Vegas - Retailer Schedules - Base Dataset,"env_prefix, casing_fix",GSTV-Domo-Admin
b40e54a9-c52c-41d3-955b-dc80614f6bc0,[Testing] RPA Conversion 3.1 - Temporarily Deactivated Sites being Scheduled,TEST - RPA Conversion 3.1 - Temporarily Deactivated Sites being Scheduled,env_prefix,Al Minetola
8b81df29-f223-4574-ae7f-17c4be203afc,[Testing] RPA Conversion 3.1 - Wayne Daypart Splits - Duplicates,TEST - RPA Conversion 3.1 - Wayne Daypart Splits - Duplicates,env_prefix,Al Minetola
a06d46df-1302-4395-936a-57a0164fcb23,[Troubleshooting] State Farm Plays - Crawford 2FVX9BFNFAK,DEV - State Farm Plays - Crawford 2FVX9BFNFAK,env_prefix,Aaron Olson
63b42328-2273-427f-8499-b5c901cb872d,[V-RAP-AND-DE] Development - Traffic Instructions,DEV - Development - Traffic Instructions,env_prefix,GSTV-Domo-Admin
63fdcd69-a9ca-456b-abfe-439593920bf1,[V-RAP-AND-DE] Production - Campaign Validated Impressions - December 2023,DEV - Production - Campaign Validated Impressions - December 2023,env_prefix,GSTV-Domo-Admin
5552cf0d-996a-4f3d-a53f-2b344cf517b2,Ad Ops - Circle K Intro 090723,Ad Ops - Circle K Intro 2023-09-07,date_format,Al Minetola
e7dd28d7-3a9c-41a0-af24-473895f39cf5,Ad Ops - Sites Base Data Set,Ad Ops - Sites Base Dataset,casing_fix,Adam Doughty
b76d5bf6-d830-4238-a4a2-40c16a66ca4a,adhoc.csv,adhoc,remove_extension,GSTV-Domo-Admin
87c4aa16-a411-4609-b0f4-93b7980a247b,CA Tribal Council Scheduling Template.xlsx,CA Tribal Council Scheduling Template,remove_extension,GSTV-Domo-Admin
d2c04215-9bbd-451d-b6ec-7786d54ef2a4,Campaign Validated Impressions - Base Data Set,Campaign Validated Impressions - Base Dataset,casing_fix,GSTV-Domo-Admin
76966cce-e7a2-4313-9c5b-5acc7f77349a,Campaign Validated Impressions - Base Data Set - Filterable on Date Range,Campaign Validated Impressions - Base Dataset - Filterable on Date Range,casing_fix,Aaron Olson
56137a0b-e434-461d-9f84-472fb973f2ef,Caseys Deployment for DOMO 091125.xlsx,Caseys Deployment for DOMO 2025-09-11,"remove_extension, date_format",Adam Doughty
4c1f0039-9a37-4672-b180-72f60ad88b6a,Caseys Test - Mock IO Form Upload.xlsx,Caseys Test - Mock IO Form Upload,remove_extension,GSTV-Domo-Admin
bc88c8bd-09dc-43e4-9b84-03829e9e5d2f,CircleK GTVIDs Expiring through 2023.xlsx,CircleK GTVIDs Expiring through 2023,remove_extension,Adam Doughty
4c98fba7-db83-4b5e-b0e9-25cf99fe2a05,Clawback: ICS GVR Daily Site POP Stats,Clawback: ICS Gilbarco Daily Site POP Stats,network_name,Hailee Mcfarland
60424ad7-3ef2-45a4-978a-d452de7e3aed,Creative_Site_Plays,Creative Site Plays,underscore_to_space,Minu Sara Thomas
ff4ad654-45d4-4b33-90aa-6033f54237c8,Creatives_11072025.csv,Creatives_11072025,remove_extension,Minu Sara Thomas
e48755a4-b47f-418c-8ff7-59ba1882bb9a,CreditMapping_Quickstart,CreditMapping Quickstart,underscore_to_space,GSTV-Domo-Admin
f547a03b-72b0-408c-a741-798887d5a13a,"Daily and Hourly Plays, Transactions, CVIs by Site, by IO_Number - Last 60 Days","Daily and Hourly Plays, Transactions, CVIs by Site, by IO Number - Last 60 Days",underscore_to_space,GSTV-Domo-Admin
6b0f2d22-6b90-459a-bbad-6ad5697c9aae,DanJ's View of IOTV Full Status Report,View - IOTV Full Status Report (DanJ's),view_prefix,Scott Anger
425b1557-2dfd-4f59-9129-501a1e6f6471,dataset_watchdog_demo.xlsx,dataset watchdog demo,"remove_extension, underscore_to_space",GSTV-Domo-Admin
c923de49-0b2e-4c78-af62-98e7b2228ccc,DEV_AssembleTransactions_Gilbarco,DEV - AssembleTransactions Gilbarco,"env_prefix, underscore_to_space",GSTV-Domo-Admin
691d14dd-fe12-4705-aeee-1cf928beef69,DEV_AssembleTransactions_Speedway,DEV - AssembleTransactions Speedway,"env_prefix, underscore_to_space",GSTV-Domo-Admin
adfadcfe-f654-41ae-9d99-7bc0ce2516d8,DMA Codes.xlsx,DMA Codes,remove_extension,Abigail Kane
fd4e25da-ef68-4674-8ebb-29b083148fb3,Domo Daily Revenue from Broadsign-08_15_2024 19_12_47 +00_00 csv,Domo Daily Revenue from Broadsign-2024-08-15 19 12 47 +00 00 csv,"date_format, underscore_to_space",GSTV-Domo-Admin
5cb390e9-8495-4fd9-884a-a2a11c8e73f5,DSP Revenue - DXPromote (Dover)_CB,DSP Revenue - DXPromote (Dover) CB,underscore_to_space,Cody Baker
dca3b768-a355-4688-9898-a6a433a7c1ee,DXP Conversion Master List 053025.xlsx,DXP Conversion Master List 2025-05-30,"remove_extension, date_format",Adam Doughty
32b05dff-e075-4ebe-9778-b3a3685950f3,DXPromote Proof Of Play Delay Analysis,DXPromote Proof of Play Delay Analysis,casing_fix,Aaron Olson
8c0ad9f4-ec9d-433d-afc0-7db0e6ec3b02,EC2 Monitoring -  GIlbarco - Daily Ad Requests,EC2 Monitoring - GIlbarco - Daily Ad Requests,collapse_spaces,GSTV-Domo-Admin
8ede547e-a314-4e90-9488-94075468552e,Editable DataSet for View of New Editable Table,Editable View - New Editable Table,editable_view,GSTV-Domo-Admin
e5ea8321-d6e9-4587-b80c-8cc0d3e2ad4e,Enterprise Serials + MAC 050225.xlsx,Enterprise Serials + MAC 2025-05-02,"remove_extension, date_format",Adam Doughty
4c60c1c1-ebc2-4c04-b428-8959f4059a1e,FP6-Device-Detail (app versions).csv,FP6-Device-Detail (app versions),remove_extension,Bill Binkiewicz
959b192d-1f85-439a-add9-927e14a6d0ef,FP6_Device_Detail (with Prompt).csv,FP6_Device_Detail (with Prompt),remove_extension,Bill Binkiewicz
c20220a4-7e85-4aba-9e16-3f0a35caf7f0,General Market Plan Site Exclusion List 2024-2026.xlsx,General Market Plan Site Exclusion List 2024-2026,remove_extension,Scott Anger
a8d59c4e-d547-488a-af7e-278714283973,Gilbarco - Txn Patch - 092725,Gilbarco - Txn Patch - 2025-09-27,date_format,GSTV-Domo-Admin
cb428884-39c6-43e7-8a34-9f773871f96a,Gilbarco Txns 20231004.csv,Gilbarco Txns 20231004,remove_extension,GSTV-Domo-Admin
b6ab8765-3762-4350-ac9b-e7f50a4ac88d,Gilbarco Txns 20231005.csv,Gilbarco Txns 20231005,remove_extension,GSTV-Domo-Admin
9363f459-2ec3-47f0-b45c-1bbdad3aa3d6,Gilbarco-Txs-12-22.csv,Gilbarco-Txs-12-22,remove_extension,GSTV-Domo-Admin
9e763220-b66f-4f28-a0ac-b29a8252c76a,Group 1 List of Sites.xlsx,Group 1 List of Sites,remove_extension,Abigail Kane
941361f6-8bf4-4d10-99e4-71e3cccabd6c,GSTV 2026 Market Plan Demo Comps.xlsx,GSTV 2026 Market Plan Demo Comps,remove_extension,Abigail Kane
5e17f39a-a589-4a17-a105-c52042ad9541,GTVID - Data Set Match View,GTVID - Dataset Match View,casing_fix,Kayla Cekal
fc946a3e-7e52-4423-ae50-f848aa776af5,GVR Sites Only Playing Default,Gilbarco Sites Only Playing Default,network_name,Adam Doughty
e3f2cba4-41e9-4824-9929-414993c213f4,GVR Sites Playing Single File,Gilbarco Sites Playing Single File,network_name,Adam Doughty
5eb8054e-d952-4306-ae13-d52277969f1c,GVR SitesDown Jan4-Jan6 2024,Gilbarco SitesDown Jan4-Jan6 2024,network_name,Adam Doughty
1cadaf65-b384-4f40-b2c9-55381f078739,GVR SitesDown Jan4-Jan6 2024 POP,Gilbarco SitesDown Jan4-Jan6 2024 POP,network_name,Adam Doughty
b041862d-4a45-4c9b-8818-11b9940cbc5d,hackathon_cleaned_sites.csv,hackathon cleaned sites,"remove_extension, underscore_to_space",GSTV-Domo-Admin
bcffc449-a884-4109-9d10-dc798b36472d,hackathon_sites_rev_merge,hackathon sites rev merge,underscore_to_space,GSTV-Domo-Admin
8f2d0ff9-56da-4261-b1ad-e832699d59bf,HuntBrothersPizza_2023_Retailer_Logs,HuntBrothersPizza 2023 Retailer Logs,underscore_to_space,GSTV-Domo-Admin
f945ee48-fb28-4f41-b98c-9e3ff9b806dc,ICS GVR Clawback,ICS Gilbarco Clawback,network_name,Hailee Mcfarland
a5055e95-7787-4cf7-a19f-858c45b09665,ICS Sites Completed By GVR,ICS Sites Completed By Gilbarco,network_name,Bill Binkiewicz
98453564-0a55-4bf2-aafb-10773733a863,IO_Numbers.xlsx,IO Numbers,"remove_extension, underscore_to_space",GSTV-Domo-Admin
8696a91e-4420-4f34-b656-6632670a346b,Landmark Contract Start Date.xlsx,Landmark Contract Start Date,remove_extension,Kayla Cekal
4b9f9000-5335-4330-a374-9c8799df0009,Market Plan Inputs - 2022 April.xlsx,Market Plan Inputs - 2022 April,remove_extension,Abigail Kane
f8914a38-b691-46a7-9415-89846169c2d9,Market Plan Inputs - 2022 December.xlsx,Market Plan Inputs - 2022 December,remove_extension,Abigail Kane
25f11647-2e09-4ac9-a49d-528a795eb7a7,Market Plan Inputs - 2022 July.xlsx,Market Plan Inputs - 2022 July,remove_extension,Abigail Kane
2703c825-79fc-43ab-80c9-a21a027f1a72,Market Plan Inputs - 2022 March.xlsx,Market Plan Inputs - 2022 March,remove_extension,Abigail Kane
7c1b2691-fa4a-47ae-8124-28c086a82b48,Market Plan Inputs - 2022 May.xlsx,Market Plan Inputs - 2022 May,remove_extension,Abigail Kane
240dac32-c037-4d04-b99e-11388677b8c1,Market Plan Inputs - 2022 November.xlsx,Market Plan Inputs - 2022 November,remove_extension,Abigail Kane
2e72b3b6-f59a-421d-9d6d-fcf3687b71ad,Market Plan Inputs - 2022 October.xlsx,Market Plan Inputs - 2022 October,remove_extension,Abigail Kane
02891301-908f-469f-b942-24c8ca09ba9b,Market Plan Inputs - 2022 September (3).xlsx,Market Plan Inputs - 2022 September (3),remove_extension,Abigail Kane
20d5b146-0e6e-4fd1-8e36-afb0e38297ae,Market Plan Inputs - August 2022.xlsx,Market Plan Inputs - August 2022,remove_extension,Abigail Kane
6ca999d3-bb94-47c0-b3c2-be844a8181e0,Market Plan Inputs - June 2022.xlsx,Market Plan Inputs - June 2022,remove_extension,Abigail Kane
beec0042-570c-424c-8186-60392ab8f7a4,Market Plan Inputs- Feb 2022.xlsx,Market Plan Inputs- Feb 2022,remove_extension,Abigail Kane
4a65e6d6-e257-4e00-9643-6d3f6e51d8b1,Market Plan Inputs- January 2022.xlsx,Market Plan Inputs- January 2022,remove_extension,Abigail Kane
5aa02ecd-073e-4ddc-80e8-25277fec1bf0,Marsh - Plays and Site Status - Sites to Reactivate - Minus GVR Single File,Marsh - Plays and Site Status - Sites to Reactivate - Minus Gilbarco Single File,network_name,Adam Doughty
d79835a2-d300-442a-bd7c-010288cd292d,Master Station List_Partitioned,Master Station List Partitioned,underscore_to_space,GSTV-Domo-Admin
1c5f43df-76cf-4534-aeab-88c2fdf38916,Master_Domo_Governance_Dataset_INT,Master Domo Governance Dataset INT,underscore_to_space,GSTV-Domo-Admin
2fab2e5a-f640-4110-8310-eebdd46af773,may 24 patch.csv,may 24 patch,remove_extension,GSTV-Domo-Admin
4205ff55-2e9c-4d57-9dc2-203f98c9aa46,Michigan Veterans Affairs Agency Oct.csv,Michigan Veterans Affairs Agency Oct,remove_extension,Kayla Cekal
8625ff51-3a62-4181-8acc-70e4f30b9f0d,Monitoring  - Transactions - Snowflake - Speedway,Monitoring - Transactions - Snowflake - Speedway,collapse_spaces,GSTV-Domo-Admin
c1910582-6876-4324-b933-e94fddbeeef1,Monitoring -  OPP/IO Rev -  All Networks,Monitoring - OPP/IO Rev - All Networks,collapse_spaces,GSTV-Domo-Admin
f7c688e1-dfe1-4759-88ec-dd84ecc3a317,Monitoring - Transactions  - Snowflake - Gilbarco,Monitoring - Transactions - Snowflake - Gilbarco,collapse_spaces,GSTV-Domo-Admin
574b2fff-ab63-4fa6-8a89-887eac90bf66,Network Dashboard - Historic Data Set,Network Dashboard - Historic Dataset,casing_fix,GSTV-Domo-Admin
39afdf39-ad82-498f-8816-46330cd8674a,Network Validated Impressions - Base Data Set,Network Validated Impressions - Base Dataset,casing_fix,GSTV-Domo-Admin
6e101c89-324b-48f0-93da-0920a3b32ff3,Network Validated Impressions - Base Data Set - Last 2 Years,Network Validated Impressions - Base Dataset - Last 2 Years,casing_fix,GSTV-Domo-Admin
548c9d9d-a020-438c-844a-3b93466f5a14,Network Validated Impressions - Base Data Set - Last 30 Days,Network Validated Impressions - Base Dataset - Last 30 Days,casing_fix,Aaron Olson
973021b0-91e2-4716-828c-6a3803655990,Network Validated Impressions - Base Data Set with Fiscal Calendar and Utility Helper,Network Validated Impressions - Base Dataset with Fiscal Calendar and Utility Helper,casing_fix,GSTV-Domo-Admin
bac97623-c1a5-47c8-bc19-331ac936d271,"NOC - Play Monitoring - by Site, Asset, Hour - Base Data Set","NOC - Play Monitoring - by Site, Asset, Hour - Base Dataset",casing_fix,GSTV-Domo-Admin
82d8b7d0-c616-4887-a1b1-4de305c5bf56,NOC Report - Faster ICS POP and Screen Counts 091525,NOC Report - Faster ICS POP and Screen Counts 2025-09-15,date_format,Adam Doughty
8f61c8fe-136c-46fc-9689-e843be123313,NOC Report - GVR CC Sites Dispenser Counts Upload,NOC Report - Gilbarco CC Sites Dispenser Counts Upload,network_name,Adam Doughty
af155bff-643d-4a9a-803d-c8f5f459e56f,NOC Report - GVR FP4 ICS Sites Most Recent POP,NOC Report - Gilbarco FP4 ICS Sites Most Recent POP,network_name,Adam Doughty
47a82da9-9c70-475e-b019-f4e33da9a936,NOC Report - GVR ICS First POP Most Recent 60 Days,NOC Report - Gilbarco ICS First POP Most Recent 60 Days,network_name,Adam Doughty
6bf84fba-a8f5-4e24-9ab3-5a274a2c9c03,NOC Report - GVR Weekly All ICS FP4,NOC Report - Gilbarco Weekly All ICS FP4,network_name,Adam Doughty
6e84dc01-ea3d-4e3e-8000-85c356f4a379,NOC Report - GVR Weekly All ICS FP6,NOC Report - Gilbarco Weekly All ICS FP6,network_name,Adam Doughty
c54aaa04-e89a-40db-835e-8fc66b25dd37,NOC Report - GVR Weekly All Legacy Applause,NOC Report - Gilbarco Weekly All Legacy Applause,network_name,Adam Doughty
0c471ba3-025b-489a-8948-b543ce0d092e,NOC Report - GVR Weekly Offline ALL,NOC Report - Gilbarco Weekly Offline ALL,network_name,Adam Doughty
3191fab5-2974-4f3e-9b03-d4e20eeee6ff,NOC Report - GVR Weekly Offline ICS FP4,NOC Report - Gilbarco Weekly Offline ICS FP4,network_name,Adam Doughty
b3a7708a-6f0c-42be-a7e6-5278e7172507,NOC Report - GVR Weekly Offline ICS FP6,NOC Report - Gilbarco Weekly Offline ICS FP6,network_name,Adam Doughty
d1fc7843-d59c-4f05-8242-a9b586490873,NOC Report - GVR Weekly Offline Legacy Applause,NOC Report - Gilbarco Weekly Offline Legacy Applause,network_name,Adam Doughty
26bfeabb-5eae-43a4-b032-19410e385f04,NOC Report - GVR Weekly Online ICS FP4,NOC Report - Gilbarco Weekly Online ICS FP4,network_name,Adam Doughty
57109387-d623-4298-89bd-e42224c202d5,NOC Report - GVR Weekly Online ICS FP6,NOC Report - Gilbarco Weekly Online ICS FP6,network_name,Adam Doughty
d5d1695f-aa87-4586-a522-e958ea389c8c,NOC Report - GVR Weekly Online Legacy Applause,NOC Report - Gilbarco Weekly Online Legacy Applause,network_name,Adam Doughty
5826543f-6ceb-40db-80d0-224c360f354c,OPP/IO Rev - Base Data Set,OPP/IO Rev - Base Dataset,casing_fix,GSTV-Domo-Admin
9c72632f-ceb8-4ae8-bb44-f0ca257baf56,OPP_IO Rev,OPP IO Rev,underscore_to_space,Aaron Olson
8b9a3731-dc28-4aac-a5c9-704bc594882b,OPP_IO Rev - Base Data Set - IO 7409.xlsx,OPP IO Rev - Base Dataset - IO 7409,"remove_extension, underscore_to_space, casing_fix",Abigail Kane
74a72662-fea6-49c3-bb27-f30bed4f28ba,Opportunities - Base Data Set,Opportunities - Base Dataset,casing_fix,GSTV-Domo-Admin
6b80154b-33f3-444f-a915-256e6487a42c,OWL Sites 061125.xlsx,OWL Sites 2025-06-11,"remove_extension, date_format",Adam Doughty
195388db-acb8-49dd-846d-f7b73480395f,"patch - vistar diagnostics dec 11, 12 2025.csv","patch - vistar diagnostics dec 11, 12 2025",remove_extension,GSTV-Domo-Admin
603f8415-015e-4f33-a0b4-86e6cb755560,patch - vistar diagnostics dec 18 2025.csv,patch - vistar diagnostics dec 18 2025,remove_extension,GSTV-Domo-Admin
917fa76a-e36b-41ba-b9c6-ecc3399d4114,Patch Input - Pluto Exchange Revenue - April 27 2025 Patch.csv,Patch Input - Pluto Exchange Revenue - April 27 2025 Patch,remove_extension,GSTV-Domo-Admin
7e22a13f-fd0c-45c9-ad9c-e716b372f9df,Patch Input - Pluto Exchange Revenue - Jan 25 2026.csv.csv,Patch Input - Pluto Exchange Revenue - Jan 25 2026,remove_extension,GSTV-Domo-Admin
1aba6e19-23c7-46da-9914-d49cfd2f71a6,Patch Input - Pluto Exchange Revenue - May 4 2025.csv,Patch Input - Pluto Exchange Revenue - May 4 2025,remove_extension,GSTV-Domo-Admin
ab7f04f2-fd23-4613-9d80-33fe6c19a16d,Plays from Site_Plays_By_Hour,Plays from Site Plays By Hour,underscore_to_space,GSTV-Domo-Admin
